Case_ID,variant,variant_index,creator,Activity,Resource,Activity_1,Resource_1,org_group,End_Time,Start_Time
1-333164156,Variant 89,89,Fluxicon Disco,Accepted-Assigned,Alan-Org line A2,Accepted-Assigned,Alan,Org line A2,2011-01-07T13:55:04.000,2011-01-07T13:55:04.000
1-333164156,Variant 89,89,Fluxicon Disco,Accepted-Wait,Alan-Org line A2,Accepted-Wait,Alan,Org line A2,2011-01-11T16:13:42.000,2011-01-11T16:13:42.000
1-333164156,Variant 89,89,Fluxicon Disco,Accepted-In Progress,Lars-Org line V11,Accepted-In Progress,Lars,Org line V11,2011-05-19T14:45:16.000,2011-05-19T14:45:16.000
1-333164156,Variant 89,89,Fluxicon Disco,Queued-Awaiting Assignment,Ibrahim-Org line A2,Queued-Awaiting Assignment,Ibrahim,Org line A2,2011-05-19T14:49:04.000,2011-05-19T14:49:04.000
1-333164156,Variant 89,89,Fluxicon Disco,Accepted-In Progress,Ibrahim-Org line A2,Accepted-In Progress,Ibrahim,Org line A2,2011-08-25T14:24:01.000,2011-08-25T14:24:01.000
1-333164156,Variant 89,89,Fluxicon Disco,Queued-Awaiting Assignment,Ward-Org line A2,Queued-Awaiting Assignment,Ward,Org line A2,2011-08-25T14:24:43.000,2011-08-25T14:24:43.000
1-333164156,Variant 89,89,Fluxicon Disco,Accepted-Assigned,Liesbet-Org line A2,Accepted-Assigned,Liesbet,Org line A2,2011-08-25T14:25:33.000,2011-08-25T14:25:33.000
1-333164156,Variant 89,89,Fluxicon Disco,Accepted-In Progress,Liesbet-Org line A2,Accepted-In Progress,Liesbet,Org line A2,2011-10-26T16:07:30.000,2011-10-26T16:07:30.000
1-333164156,Variant 89,89,Fluxicon Disco,Completed-Closed,Liesbet-Org line A2,Completed-Closed,Liesbet,Org line A2,2012-03-30T10:45:20.000,2012-03-30T10:45:20.000
1-335260940,Variant 90,90,Fluxicon Disco,Accepted-In Progress,Joris-Org line A2,Accepted-In Progress,Joris,Org line A2,2009-11-24T08:44:43.000,2009-11-24T08:44:43.000
1-335260940,Variant 90,90,Fluxicon Disco,Queued-Awaiting Assignment,Joris-Org line A2,Queued-Awaiting Assignment,Joris,Org line A2,2009-11-30T09:45:01.000,2009-11-30T09:45:01.000
1-335260940,Variant 90,90,Fluxicon Disco,Accepted-In Progress,Joris-Org line A2,Accepted-In Progress,Joris,Org line A2,2010-03-14T12:40:26.000,2010-03-14T12:40:26.000
1-335260940,Variant 90,90,Fluxicon Disco,Unmatched-Unmatched,Joris-Org line A2,Unmatched-Unmatched,Joris,Org line A2,2010-03-14T12:40:36.000,2010-03-14T12:40:36.000
1-335260940,Variant 90,90,Fluxicon Disco,Completed-Closed,Joris-Org line A2,Completed-Closed,Joris,Org line A2,2012-01-18T13:26:41.000,2012-01-18T13:26:41.000
1-337229341,Variant 91,91,Fluxicon Disco,Unmatched-Unmatched,Lars-Org line A2,Unmatched-Unmatched,Lars,Org line A2,2009-12-04T11:10:14.000,2009-12-04T11:10:14.000
1-337229341,Variant 91,91,Fluxicon Disco,Accepted-Assigned,Lars-Org line A2,Accepted-Assigned,Lars,Org line A2,2010-11-29T10:52:49.000,2010-11-29T10:52:49.000
1-337229341,Variant 91,91,Fluxicon Disco,Accepted-In Progress,Lars-Org line A2,Accepted-In Progress,Lars,Org line A2,2012-04-14T16:22:00.000,2012-04-14T16:22:00.000
1-337229341,Variant 91,91,Fluxicon Disco,Completed-Closed,Lars-Org line A2,Completed-Closed,Lars,Org line A2,2012-04-14T16:22:21.000,2012-04-14T16:22:21.000
1-338946805,Variant 4,4,Fluxicon Disco,Accepted-In Progress,Andre-Org line A2,Accepted-In Progress,Andre,Org line A2,2009-12-14T13:29:17.000,2009-12-14T13:29:17.000
1-338946805,Variant 4,4,Fluxicon Disco,Accepted-In Progress,Andre-Org line A2,Accepted-In Progress,Andre,Org line A2,2012-01-10T08:32:43.000,2012-01-10T08:32:43.000
1-338946805,Variant 4,4,Fluxicon Disco,Completed-Closed,Andre-Org line A2,Completed-Closed,Andre,Org line A2,2012-01-10T08:33:57.000,2012-01-10T08:33:57.000
1-339798202,Variant 4,4,Fluxicon Disco,Accepted-In Progress,Minnie-Org line A2,Accepted-In Progress,Minnie,Org line A2,2009-12-16T11:59:24.000,2009-12-16T11:59:24.000
1-339798202,Variant 4,4,Fluxicon Disco,Accepted-In Progress,Minnie-Org line A2,Accepted-In Progress,Minnie,Org line A2,2012-03-15T11:21:25.000,2012-03-15T11:21:25.000
1-339798202,Variant 4,4,Fluxicon Disco,Completed-Closed,Minnie-Org line A2,Completed-Closed,Minnie,Org line A2,2012-03-15T11:21:47.000,2012-03-15T11:21:47.000
1-339889001,Variant 4,4,Fluxicon Disco,Accepted-In Progress,Kenny-Org line A2,Accepted-In Progress,Kenny,Org line A2,2009-12-16T19:47:26.000,2009-12-16T19:47:26.000
1-339889001,Variant 4,4,Fluxicon Disco,Accepted-In Progress,Kenny-Org line A2,Accepted-In Progress,Kenny,Org line A2,2012-03-14T12:04:51.000,2012-03-14T12:04:51.000
1-339889001,Variant 4,4,Fluxicon Disco,Completed-Closed,Kenny-Org line A2,Completed-Closed,Kenny,Org line A2,2012-03-14T12:07:29.000,2012-03-14T12:07:29.000
1-340984229,Variant 42,42,Fluxicon Disco,Accepted-In Progress,Jüri-Org line A2,Accepted-In Progress,Jüri,Org line A2,2009-12-22T08:09:31.000,2009-12-22T08:09:31.000
1-340984229,Variant 42,42,Fluxicon Disco,Unmatched-Unmatched,Jüri-Org line A2,Unmatched-Unmatched,Jüri,Org line A2,2009-12-22T08:25:22.000,2009-12-22T08:25:22.000
1-340984229,Variant 42,42,Fluxicon Disco,Completed-Closed,Jüri-Org line A2,Completed-Closed,Jüri,Org line A2,2012-02-01T11:38:06.000,2012-02-01T11:38:06.000
1-341002175,Variant 33,33,Fluxicon Disco,Accepted-Wait,Jüri-Org line A2,Accepted-Wait,Jüri,Org line A2,2009-12-22T09:56:03.000,2009-12-22T09:56:03.000
1-341002175,Variant 33,33,Fluxicon Disco,Accepted-In Progress,Jüri-Org line A2,Accepted-In Progress,Jüri,Org line A2,2012-02-01T11:39:50.000,2012-02-01T11:39:50.000
1-341002175,Variant 33,33,Fluxicon Disco,Completed-Closed,Jüri-Org line A2,Completed-Closed,Jüri,Org line A2,2012-02-01T11:40:25.000,2012-02-01T11:40:25.000
1-342442140,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Lena-Org line A2,Accepted-In Progress,Lena,Org line A2,2010-01-05T15:42:20.000,2010-01-05T15:42:20.000
1-342442140,Variant 1,1,Fluxicon Disco,Completed-Closed,Lena-Org line A2,Completed-Closed,Lena,Org line A2,2012-03-20T15:14:00.000,2012-03-20T15:14:00.000
1-345132462,Variant 92,92,Fluxicon Disco,Accepted-In Progress,Tomas-Org line A2,Accepted-In Progress,Tomas,Org line A2,2010-01-14T09:34:54.000,2010-01-14T09:34:54.000
1-345132462,Variant 92,92,Fluxicon Disco,Accepted-Wait,Tomas-Org line A2,Accepted-Wait,Tomas,Org line A2,2010-01-27T09:43:29.000,2010-01-27T09:43:29.000
1-345132462,Variant 92,92,Fluxicon Disco,Accepted-Assigned,Tomas-Org line A2,Accepted-Assigned,Tomas,Org line A2,2010-02-03T09:20:05.000,2010-02-03T09:20:05.000
1-345132462,Variant 92,92,Fluxicon Disco,Accepted-Wait,Tomas-Org line A2,Accepted-Wait,Tomas,Org line A2,2010-02-22T07:33:08.000,2010-02-22T07:33:08.000
1-345132462,Variant 92,92,Fluxicon Disco,Accepted-In Progress,Tomas-Org line A2,Accepted-In Progress,Tomas,Org line A2,2011-09-01T23:17:47.000,2011-09-01T23:17:47.000
1-345132462,Variant 92,92,Fluxicon Disco,Accepted-In Progress,Carrie-Org line A2,Accepted-In Progress,Carrie,Org line A2,2012-02-01T09:24:17.000,2012-02-01T09:24:17.000
1-345132462,Variant 92,92,Fluxicon Disco,Completed-Closed,Carrie-Org line A2,Completed-Closed,Carrie,Org line A2,2012-02-01T09:24:59.000,2012-02-01T09:24:59.000
1-345255471,Variant 31,31,Fluxicon Disco,Accepted-In Progress,Mats-Org line C,Accepted-In Progress,Mats,Org line C,2010-01-14T14:02:21.000,2010-01-14T14:02:21.000
1-345255471,Variant 31,31,Fluxicon Disco,Queued-Awaiting Assignment,Mats-Org line C,Queued-Awaiting Assignment,Mats,Org line C,2010-01-15T14:10:22.000,2010-01-15T14:10:22.000
1-345255471,Variant 31,31,Fluxicon Disco,Queued-Awaiting Assignment,Mats-Org line C,Queued-Awaiting Assignment,Mats,Org line C,2011-09-23T14:06:05.000,2011-09-23T14:06:05.000
1-345255471,Variant 31,31,Fluxicon Disco,Accepted-In Progress,Mats-Org line C,Accepted-In Progress,Mats,Org line C,2012-02-08T07:11:21.000,2012-02-08T07:11:21.000
1-345255471,Variant 31,31,Fluxicon Disco,Completed-Closed,Mats-Org line C,Completed-Closed,Mats,Org line C,2012-02-08T07:14:29.000,2012-02-08T07:14:29.000
1-347461373,Variant 4,4,Fluxicon Disco,Accepted-In Progress,Daniel-Org line A2,Accepted-In Progress,Daniel,Org line A2,2010-01-21T15:42:26.000,2010-01-21T15:42:26.000
1-347461373,Variant 4,4,Fluxicon Disco,Accepted-In Progress,Daniel-Org line A2,Accepted-In Progress,Daniel,Org line A2,2012-04-11T15:38:17.000,2012-04-11T15:38:17.000
1-347461373,Variant 4,4,Fluxicon Disco,Completed-Closed,Daniel-Org line A2,Completed-Closed,Daniel,Org line A2,2012-04-11T15:39:02.000,2012-04-11T15:39:02.000
1-347923966,Variant 71,71,Fluxicon Disco,Accepted-In Progress,Roger-Org line A2,Accepted-In Progress,Roger,Org line A2,2010-01-25T08:19:08.000,2010-01-25T08:19:08.000
1-347923966,Variant 71,71,Fluxicon Disco,Accepted-Assigned,Roger-Org line A2,Accepted-Assigned,Roger,Org line A2,2010-02-08T10:41:12.000,2010-02-08T10:41:12.000
1-347923966,Variant 71,71,Fluxicon Disco,Accepted-In Progress,Roger-Org line A2,Accepted-In Progress,Roger,Org line A2,2010-03-03T14:54:09.000,2010-03-03T14:54:09.000
1-347923966,Variant 71,71,Fluxicon Disco,Accepted-Assigned,Barbara-Org line A2,Accepted-Assigned,Barbara,Org line A2,2010-03-03T14:54:25.000,2010-03-03T14:54:25.000
1-347923966,Variant 71,71,Fluxicon Disco,Accepted-In Progress,Barbara-Org line A2,Accepted-In Progress,Barbara,Org line A2,2012-03-28T13:39:46.000,2012-03-28T13:39:46.000
1-347923966,Variant 71,71,Fluxicon Disco,Completed-Closed,Barbara-Org line A2,Completed-Closed,Barbara,Org line A2,2012-03-28T13:39:49.000,2012-03-28T13:39:49.000
1-347924629,Variant 14,14,Fluxicon Disco,Accepted-In Progress,Ann-Org line A2,Accepted-In Progress,Ann,Org line A2,2010-01-25T06:44:36.000,2010-01-25T06:44:36.000
1-347924629,Variant 14,14,Fluxicon Disco,Accepted-Assigned,Ann-Org line A2,Accepted-Assigned,Ann,Org line A2,2011-12-16T09:26:27.000,2011-12-16T09:26:27.000
1-347924629,Variant 14,14,Fluxicon Disco,Accepted-Wait,Ann-Org line A2,Accepted-Wait,Ann,Org line A2,2012-03-30T12:09:18.000,2012-03-30T12:09:18.000
1-347924629,Variant 14,14,Fluxicon Disco,Completed-Closed,Ann-Org line A2,Completed-Closed,Ann,Org line A2,2012-03-30T12:24:18.000,2012-03-30T12:24:18.000
1-349857482,Variant 1,1,Fluxicon Disco,Accepted-In Progress,Anders-Org line A2,Accepted-In Progress,Anders,Org line A2,2010-01-27T12:58:09.000,2010-01-27T12:58:09.000
1-349857482,Variant 1,1,Fluxicon Disco,Completed-Closed,Anders-Org line A2,Completed-Closed,Anders,Org line A2,2012-02-29T11:20:13.000,2012-02-29T11:20:13.000
1-351187625,Variant 4,4,Fluxicon Disco,Accepted-In Progress,Daniel-Org line A2,Accepted-In Progress,Daniel,Org line A2,2010-02-02T14:50:20.000,2010-02-02T14:50:20.000
1-351187625,Variant 4,4,Fluxicon Disco,Accepted-In Progress,Daniel-Org line A2,Accepted-In Progress,Daniel,Org line A2,2012-04-11T15:39:33.000,2012-04-11T15:39:33.000
1-351187625,Variant 4,4,Fluxicon Disco,Completed-Closed,Daniel-Org line A2,Completed-Closed,Daniel,Org line A2,2012-04-11T15:40:09.000,2012-04-11T15:40:09.000
1-351314317,Variant 2,2,Fluxicon Disco,Accepted-In Progress,Ewa-Org line A2,Accepted-In Progress,Ewa,Org line A2,2010-02-03T08:34:32.000,2010-02-03T08:34:32.000
1-351314317,Variant 2,2,Fluxicon Disco,Queued-Awaiting Assignment,Ewa-Org line A2,Queued-Awaiting Assignment,Ewa,Org line A2,2010-02-03T08:45:18.000,2010-02-03T08:45:18.000
1-351314317,Variant 2,2,Fluxicon Disco,Accepted-In Progress,Ewa-Org line A2,Accepted-In Progress,Ewa,Org line A2,2010-02-03T09:40:51.000,2010-02-03T09:40:51.000
1-351314317,Variant 2,2,Fluxicon Disco,Accepted-Assigned,Ewa-Org line A2,Accepted-Assigned,Ewa,Org line A2,2010-02-03T09:40:58.000,2010-02-03T09:40:58.000
1-351314317,Variant 2,2,Fluxicon Disco,Accepted-In Progress,Ewa-Org line A2,Accepted-In Progress,Ewa,Org line A2,2011-12-20T21:25:19.000,2011-12-20T21:25:19.000
1-351314317,Variant 2,2,Fluxicon Disco,Completed-Closed,Ewa-Org line A2,Completed-Closed,Ewa,Org line A2,2012-01-03T12:13:02.000,2012-01-03T12:13:02.000
1-351869391,Variant 4,4,Fluxicon Disco,Accepted-In Progress,Carrie-Org line A2,Accepted-In Progress,Carrie,Org line A2,2010-02-05T09:00:12.000,2010-02-05T09:00:12.000
1-351869391,Variant 4,4,Fluxicon Disco,Accepted-In Progress,Carrie-Org line A2,Accepted-In Progress,Carrie,Org line A2,2012-02-23T13:34:50.000,2012-02-23T13:34:50.000
1-351869391,Variant 4,4,Fluxicon Disco,Completed-Closed,Carrie-Org line A2,Completed-Closed,Carrie,Org line A2,2012-02-23T13:37:00.000,2012-02-23T13:37:00.000
1-353818791,Variant 22,22,Fluxicon Disco,Queued-Awaiting Assignment,Martin-Org line C,Queued-Awaiting Assignment,Martin,Org line C,2010-02-12T13:00:54.000,2010-02-12T13:00:54.000
1-353818791,Variant 22,22,Fluxicon Disco,Accepted-In Progress,Martin-Org line C,Accepted-In Progress,Martin,Org line C,2010-02-12T13:01:08.000,2010-02-12T13:01:08.000
1-353818791,Variant 22,22,Fluxicon Disco,Queued-Awaiting Assignment,Martin-Org line C,Queued-Awaiting Assignment,Martin,Org line C,2010-10-28T18:15:39.000,2010-10-28T18:15:39.000
1-353818791,Variant 22,22,Fluxicon Disco,Accepted-In Progress,Björn-Org line C,Accepted-In Progress,Björn,Org line C,2010-10-29T16:11:03.000,2010-10-29T16:11:03.000
1-353818791,Variant 22,22,Fluxicon Disco,Completed-Closed,Björn-Org line C,Completed-Closed,Björn,Org line C,2012-04-04T14:41:41.000,2012-04-04T14:41:41.000
1-354039443,Variant 20,20,Fluxicon Disco,Accepted-In Progress,Carolyn-Org line G3,Accepted-In Progress,Carolyn,Org line G3,2010-02-15T06:41:51.000,2010-02-15T06:41:51.000
1-354039443,Variant 20,20,Fluxicon Disco,Accepted-In Progress,Carolyn-Org line G3,Accepted-In Progress,Carolyn,Org line G3,2010-02-15T06:48:52.000,2010-02-15T06:48:52.000
1-354039443,Variant 20,20,Fluxicon Disco,Accepted-Assigned,Carolyn-Org line G3,Accepted-Assigned,Carolyn,Org line G3,2010-02-15T11:10:30.000,2010-02-15T11:10:30.000
1-354039443,Variant 20,20,Fluxicon Disco,Accepted-In Progress,Ewa-Org line G3,Accepted-In Progress,Ewa,Org line G3,2011-12-28T14:05:47.000,2011-12-28T14:05:47.000
1-354039443,Variant 20,20,Fluxicon Disco,Completed-Closed,Ewa-Org line G3,Completed-Closed,Ewa,Org line G3,2012-01-30T11:29:51.000,2012-01-30T11:29:51.000
1-354090772,Variant 93,93,Fluxicon Disco,Accepted-In Progress,Roger-Org line F,Accepted-In Progress,Roger,Org line F,2010-02-15T08:33:11.000,2010-02-15T08:33:11.000
1-354090772,Variant 93,93,Fluxicon Disco,Accepted-Wait,Roger-Org line F,Accepted-Wait,Roger,Org line F,2010-02-15T08:34:41.000,2010-02-15T08:34:41.000
1-354090772,Variant 93,93,Fluxicon Disco,Accepted-In Progress,Roger-Org line F,Accepted-In Progress,Roger,Org line F,2010-03-02T12:59:28.000,2010-03-02T12:59:28.000
1-354090772,Variant 93,93,Fluxicon Disco,Queued-Awaiting Assignment,Henrik-Org line A2,Queued-Awaiting Assignment,Henrik,Org line A2,2010-03-02T13:01:04.000,2010-03-02T13:01:04.000
1-354090772,Variant 93,93,Fluxicon Disco,Accepted-In Progress,Henrik-Org line A2,Accepted-In Progress,Henrik,Org line A2,2010-03-02T13:07:11.000,2010-03-02T13:07:11.000
1-354090772,Variant 93,93,Fluxicon Disco,Accepted-Assigned,Ewa-Org line A2,Accepted-Assigned,Ewa,Org line A2,2010-03-02T13:07:48.000,2010-03-02T13:07:48.000
1-354090772,Variant 93,93,Fluxicon Disco,Accepted-Wait,Ewa-Org line A2,Accepted-Wait,Ewa,Org line A2,2010-03-02T13:11:18.000,2010-03-02T13:11:18.000
1-354090772,Variant 93,93,Fluxicon Disco,Accepted-Assigned,Katarzyna-Org line A2,Accepted-Assigned,Katarzyna,Org line A2,2011-04-11T07:48:47.000,2011-04-11T07:48:47.000
1-354090772,Variant 93,93,Fluxicon Disco,Accepted-Assigned,Damian-Org line A2,Accepted-Assigned,Damian,Org line A2,2011-04-11T08:08:44.000,2011-04-11T08:08:44.000
1-354090772,Variant 93,93,Fluxicon Disco,Accepted-Wait,Damian-Org line A2,Accepted-Wait,Damian,Org line A2,2011-11-23T10:55:49.000,2011-11-23T10:55:49.000
1-354090772,Variant 93,93,Fluxicon Disco,Completed-Closed,Damian-Org line A2,Completed-Closed,Damian,Org line A2,2012-01-19T07:56:20.000,2012-01-19T07:56:20.000
1-354350908,Variant 74,74,Fluxicon Disco,Accepted-Wait,Tomas-Org line A2,Accepted-Wait,Tomas,Org line A2,2010-02-16T10:03:41.000,2010-02-16T10:03:41.000
1-354350908,Variant 74,74,Fluxicon Disco,Accepted-In Progress,Tomas-Org line A2,Accepted-In Progress,Tomas,Org line A2,2011-09-01T23:16:31.000,2011-09-01T23:16:31.000
1-354350908,Variant 74,74,Fluxicon Disco,Accepted-In Progress,Carrie-Org line A2,Accepted-In Progress,Carrie,Org line A2,2012-01-20T07:40:03.000,2012-01-20T07:40:03.000
1-354350908,Variant 74,74,Fluxicon Disco,Completed-Closed,Carrie-Org line A2,Completed-Closed,Carrie,Org line A2,2012-01-20T07:40:20.000,2012-01-20T07:40:20.000
1-354376900,Variant 74,74,Fluxicon Disco,Accepted-Wait,Tomas-Org line A2,Accepted-Wait,Tomas,Org line A2,2010-02-16T10:04:37.000,2010-02-16T10:04:37.000
1-354376900,Variant 74,74,Fluxicon Disco,Accepted-In Progress,Tomas-Org line A2,Accepted-In Progress,Tomas,Org line A2,2011-09-01T23:16:15.000,2011-09-01T23:16:15.000
1-354376900,Variant 74,74,Fluxicon Disco,Accepted-In Progress,Carrie-Org line A2,Accepted-In Progress,Carrie,Org line A2,2012-02-01T09:16:03.000,2012-02-01T09:16:03.000
1-354376900,Variant 74,74,Fluxicon Disco,Completed-Closed,Carrie-Org line A2,Completed-Closed,Carrie,Org line A2,2012-02-01T09:16:53.000,2012-02-01T09:16:53.000
1-356055231,Variant 94,94,Fluxicon Disco,Accepted-In Progress,Henrik-Org line A2,Accepted-In Progress,Henrik,Org line A2,2010-02-23T12:10:59.000,2010-02-23T12:10:59.000
1-356055231,Variant 94,94,Fluxicon Disco,Accepted-Wait,Henrik-Org line A2,Accepted-Wait,Henrik,Org line A2,2010-02-23T12:13:19.000,2010-02-23T12:13:19.000
1-356055231,Variant 94,94,Fluxicon Disco,Queued-Awaiting Assignment,Henrik-Org line A2,Queued-Awaiting Assignment,Henrik,Org line A2,2010-03-02T12:44:01.000,2010-03-02T12:44:01.000
1-356055231,Variant 94,94,Fluxicon Disco,Accepted-In Progress,Katarzyna-Org line A2,Accepted-In Progress,Katarzyna,Org line A2,2010-03-02T12:46:47.000,2010-03-02T12:46:47.000
1-356055231,Variant 94,94,Fluxicon Disco,Accepted-Wait,Katarzyna-Org line A2,Accepted-Wait,Katarzyna,Org line A2,2010-03-02T12:46:58.000,2010-03-02T12:46:58.000
1-356055231,Variant 94,94,Fluxicon Disco,Accepted-Assigned,Damian-Org line A2,Accepted-Assigned,Damian,Org line A2,2011-11-28T07:20:33.000,2011-11-28T07:20:33.000
1-356055231,Variant 94,94,Fluxicon Disco,Accepted-Wait,Damian-Org line A2,Accepted-Wait,Damian,Org line A2,2011-11-28T07:20:57.000,2011-11-28T07:20:57.000
1-356055231,Variant 94,94,Fluxicon Disco,Completed-Closed,Damian-Org line A2,Completed-Closed,Damian,Org line A2,2012-01-19T07:59:01.000,2012-01-19T07:59:01.000
1-356879617,Variant 95,95,Fluxicon Disco,Accepted-In Progress,Carolyn-Org line G3,Accepted-In Progress,Carolyn,Org line G3,2010-02-26T12:39:44.000,2010-02-26T12:39:44.000
1-356879617,Variant 95,95,Fluxicon Disco,Queued-Awaiting Assignment,Carolyn-Org line G3,Queued-Awaiting Assignment,Carolyn,Org line G3,2010-02-26T12:45:58.000,2010-02-26T12:45:58.000
1-356879617,Variant 95,95,Fluxicon Disco,Accepted-In Progress,Naga-Org line A2,Accepted-In Progress,Naga,Org line A2,2010-02-26T17:04:51.000,2010-02-26T17:04:51.000
1-356879617,Variant 95,95,Fluxicon Disco,Accepted-In Progress,Naga-Org line A2,Accepted-In Progress,Naga,Org line A2,2010-02-26T17:08:30.000,2010-02-26T17:08:30.000
1-356879617,Variant 95,95,Fluxicon Disco,Accepted-In Progress,Naga-Org line A2,Accepted-In Progress,Naga,Org line A2,2010-02-26T17:09:05.000,2010-02-26T17:09:05.000
1-356879617,Variant 95,95,Fluxicon Disco,Accepted-In Progress,Naga-Org line A2,Accepted-In Progress,Naga,Org line A2,2010-02-26T17:09:42.000,2010-02-26T17:09:42.000
1-356879617,Variant 95,95,Fluxicon Disco,Accepted-In Progress,Naga-Org line G3,Accepted-In Progress,Naga,Org line G3,2010-02-26T17:11:57.000,2010-02-26T17:11:57.000
1-356879617,Variant 95,95,Fluxicon Disco,Accepted-Assigned,Carolyn-Org line G3,Accepted-Assigned,Carolyn,Org line G3,2010-02-26T17:12:06.000,2010-02-26T17:12:06.000
1-356879617,Variant 95,95,Fluxicon Disco,Accepted-In Progress,Ewa-Org line G3,Accepted-In Progress,Ewa,Org line G3,2012-01-19T09:01:46.000,2012-01-19T09:01:46.000
1-356879617,Variant 95,95,Fluxicon Disco,Completed-Closed,Ewa-Org line G3,Completed-Closed,Ewa,Org line G3,2012-01-19T09:02:07.000,2012-01-19T09:02:07.000
1-357087417,Variant 2,2,Fluxicon Disco,Accepted-In Progress,Carolyn-Org line G3,Accepted-In Progress,Carolyn,Org line G3,2010-03-01T05:54:12.000,2010-03-01T05:54:12.000
1-357087417,Variant 2,2,Fluxicon Disco,Queued-Awaiting Assignment,Carolyn-Org line G3,Queued-Awaiting Assignment,Carolyn,Org line G3,2010-03-01T06:04:33.000,2010-03-01T06:04:33.000
1-357087417,Variant 2,2,Fluxicon Disco,Accepted-In Progress,Naga-Org line G3,Accepted-In Progress,Naga,Org line G3,2010-03-01T10:53:51.000,2010-03-01T10:53:51.000
1-357087417,Variant 2,2,Fluxicon Disco,Accepted-Assigned,Carolyn-Org line G3,Accepted-Assigned,Carolyn,Org line G3,2010-03-01T11:00:54.000,2010-03-01T11:00:54.000
1-357087417,Variant 2,2,Fluxicon Disco,Accepted-In Progress,Ewa-Org line G3,Accepted-In Progress,Ewa,Org line G3,2011-12-28T15:01:17.000,2011-12-28T15:01:17.000
1-357087417,Variant 2,2,Fluxicon Disco,Completed-Closed,Ewa-Org line G3,Completed-Closed,Ewa,Org line G3,2012-01-30T11:30:21.000,2012-01-30T11:30:21.000
1-357610411,Variant 3,3,Fluxicon Disco,Accepted-In Progress,Reine-Org line G4,Accepted-In Progress,Reine,Org line G4,2010-03-02T10:41:18.000,2010-03-02T10:41:18.000
1-357610411,Variant 3,3,Fluxicon Disco,Accepted-Wait,Reine-Org line G4,Accepted-Wait,Reine,Org line G4,2010-09-19T08:21:17.000,2010-09-19T08:21:17.000
