Case_ID,Start_Time,End_Time,Activity,Resource
request for payment 76710,2017-02-09T09:16:58.000,2017-02-09T09:16:58.000,Request Payment,UNDEFINED
request for payment 76710,2017-02-13T16:32:18.000,2017-02-13T16:32:18.000,Payment Handled,UNDEFINED
request for payment 76712,2017-02-02T09:57:45.000,2017-02-02T09:57:45.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 76712,2017-02-02T09:57:47.000,2017-02-02T09:57:47.000,Permit APPROVED by PRE_APPROVER,PRE_APPROVER
request for payment 76712,2017-02-02T10:16:08.000,2017-02-02T10:16:08.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 76712,2017-02-03T17:44:59.000,2017-02-03T17:44:59.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 76712,2017-02-03T17:45:04.000,2017-02-03T17:45:04.000,Request For Payment REJECTED by PRE_APPROVER,PRE_APPROVER
request for payment 76712,2017-02-06T07:08:12.000,2017-02-06T07:08:12.000,Request For Payment REJECTED by EMPLOYEE,EMPLOYEE
request for payment 76712,2017-02-06T14:47:19.000,2017-02-06T14:47:19.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 76712,2017-02-06T14:47:23.000,2017-02-06T14:47:23.000,Request For Payment APPROVED by PRE_APPROVER,PRE_APPROVER
request for payment 76712,2017-02-06T14:57:40.000,2017-02-06T14:57:40.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 76712,2017-02-09T09:14:10.000,2017-02-09T09:14:10.000,Request Payment,UNDEFINED
request for payment 76712,2017-02-13T16:32:18.000,2017-02-13T16:32:18.000,Payment Handled,UNDEFINED
request for payment 74133,2017-02-02T10:00:37.000,2017-02-02T10:00:37.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 74133,2017-02-02T10:00:38.000,2017-02-02T10:00:38.000,Permit APPROVED by PRE_APPROVER,PRE_APPROVER
request for payment 74133,2017-02-02T10:15:33.000,2017-02-02T10:15:33.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 74133,2017-07-09T16:34:15.000,2017-07-09T16:34:15.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 74133,2017-07-09T16:36:42.000,2017-07-09T16:36:42.000,Request For Payment APPROVED by PRE_APPROVER,PRE_APPROVER
request for payment 74133,2017-07-10T09:24:09.000,2017-07-10T09:24:09.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 74133,2017-07-20T14:20:50.000,2017-07-20T14:20:50.000,Request Payment,UNDEFINED
request for payment 74133,2017-07-24T16:30:51.000,2017-07-24T16:30:51.000,Payment Handled,UNDEFINED
request for payment 76972,2017-02-02T10:02:48.000,2017-02-02T10:02:48.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 76972,2017-02-02T10:02:49.000,2017-02-02T10:02:49.000,Permit APPROVED by PRE_APPROVER,PRE_APPROVER
request for payment 76972,2017-02-02T10:15:01.000,2017-02-02T10:15:01.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 76972,2017-07-09T17:23:25.000,2017-07-09T17:23:25.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 76972,2017-07-09T17:31:39.000,2017-07-09T17:31:39.000,Request For Payment APPROVED by PRE_APPROVER,PRE_APPROVER
request for payment 76972,2017-07-10T09:30:59.000,2017-07-10T09:30:59.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 76972,2017-07-20T14:21:41.000,2017-07-20T14:21:41.000,Request Payment,UNDEFINED
request for payment 76972,2017-07-24T16:30:51.000,2017-07-24T16:30:51.000,Payment Handled,UNDEFINED
request for payment 73932,2017-02-06T09:11:25.000,2017-02-06T09:11:25.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 73932,2017-02-06T09:11:33.000,2017-02-06T09:11:33.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 73932,2017-03-02T12:54:48.000,2017-03-02T12:54:48.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 73932,2017-03-02T12:54:57.000,2017-03-02T12:54:57.000,Request For Payment APPROVED by PRE_APPROVER,PRE_APPROVER
request for payment 73932,2017-03-02T13:02:58.000,2017-03-02T13:02:58.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 73932,2017-03-06T12:55:41.000,2017-03-06T12:55:41.000,Request Payment,UNDEFINED
request for payment 73932,2017-03-09T16:31:22.000,2017-03-09T16:31:22.000,Payment Handled,UNDEFINED
request for payment 73955,2017-02-07T11:49:13.000,2017-02-07T11:49:13.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 73955,2017-02-07T11:49:21.000,2017-02-07T11:49:21.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 73955,2017-02-09T08:35:04.000,2017-02-09T08:35:04.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 73955,2017-02-09T08:35:11.000,2017-02-09T08:35:11.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 73955,2017-02-09T14:01:35.000,2017-02-09T14:01:35.000,Request Payment,UNDEFINED
request for payment 73955,2017-02-13T16:32:18.000,2017-02-13T16:32:18.000,Payment Handled,UNDEFINED
request for payment 185385,2017-02-10T13:53:30.000,2017-02-10T13:53:30.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 185385,2017-02-10T13:54:05.000,2017-02-10T13:54:05.000,Request For Payment APPROVED by PRE_APPROVER,PRE_APPROVER
request for payment 185385,2017-02-13T10:48:29.000,2017-02-13T10:48:29.000,Request For Payment APPROVED by SUPERVISOR,SUPERVISOR
request for payment 185385,2017-02-14T20:30:19.000,2017-02-14T20:30:19.000,Request For Payment FINAL_APPROVED by DIRECTOR,DIRECTOR
request for payment 185385,2017-02-15T14:20:28.000,2017-02-15T14:20:28.000,Request Payment,UNDEFINED
request for payment 185385,2017-02-20T16:32:08.000,2017-02-20T16:32:08.000,Payment Handled,UNDEFINED
request for payment 76613,2017-02-13T11:04:18.000,2017-02-13T11:04:18.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 76613,2017-02-13T11:04:59.000,2017-02-13T11:04:59.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 76613,2017-02-13T11:08:52.000,2017-02-13T11:08:52.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 76613,2017-02-13T12:59:30.000,2017-02-13T12:59:30.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 76613,2017-02-15T13:53:18.000,2017-02-15T13:53:18.000,Request Payment,UNDEFINED
request for payment 76613,2017-02-20T16:32:08.000,2017-02-20T16:32:08.000,Payment Handled,UNDEFINED
request for payment 76613,2017-04-13T14:06:02.000,2017-04-13T14:06:02.000,Permit REJECTED by MISSING,MISSING
request for payment 76622,2017-02-13T14:30:34.000,2017-02-13T14:30:34.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 76622,2017-02-13T14:30:38.000,2017-02-13T14:30:38.000,Permit APPROVED by PRE_APPROVER,PRE_APPROVER
request for payment 76622,2017-02-17T14:03:43.000,2017-02-17T14:03:43.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 76622,2017-02-22T07:01:37.000,2017-02-22T07:01:37.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 76622,2017-02-22T07:02:51.000,2017-02-22T07:02:51.000,Request For Payment APPROVED by PRE_APPROVER,PRE_APPROVER
request for payment 76622,2017-02-22T08:55:17.000,2017-02-22T08:55:17.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 76622,2017-03-02T11:04:49.000,2017-03-02T11:04:49.000,Request Payment,UNDEFINED
request for payment 76622,2017-03-06T16:31:10.000,2017-03-06T16:31:10.000,Payment Handled,UNDEFINED
request for payment 76250,2017-02-15T10:20:32.000,2017-02-15T10:20:32.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 76250,2017-02-15T10:20:38.000,2017-02-15T10:20:38.000,Permit APPROVED by PRE_APPROVER,PRE_APPROVER
request for payment 76250,2017-02-22T04:15:13.000,2017-02-22T04:15:13.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 76250,2017-03-22T10:24:18.000,2017-03-22T10:24:18.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 76250,2017-03-22T10:24:26.000,2017-03-22T10:24:26.000,Request For Payment APPROVED by PRE_APPROVER,PRE_APPROVER
request for payment 76250,2017-03-29T04:15:07.000,2017-03-29T04:15:07.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 76250,2017-03-30T13:25:21.000,2017-03-30T13:25:21.000,Request Payment,UNDEFINED
request for payment 76250,2017-04-03T16:31:12.000,2017-04-03T16:31:12.000,Payment Handled,UNDEFINED
request for payment 76252,2017-02-15T10:20:32.000,2017-02-15T10:20:32.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 76252,2017-02-15T10:20:38.000,2017-02-15T10:20:38.000,Permit APPROVED by PRE_APPROVER,PRE_APPROVER
request for payment 76252,2017-02-22T04:15:13.000,2017-02-22T04:15:13.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 76252,2017-03-22T10:21:14.000,2017-03-22T10:21:14.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 76252,2017-03-22T10:21:48.000,2017-03-22T10:21:48.000,Request For Payment APPROVED by PRE_APPROVER,PRE_APPROVER
request for payment 76252,2017-03-29T04:15:06.000,2017-03-29T04:15:06.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 76252,2017-03-30T13:26:06.000,2017-03-30T13:26:06.000,Request Payment,UNDEFINED
request for payment 76252,2017-04-03T16:31:12.000,2017-04-03T16:31:12.000,Payment Handled,UNDEFINED
request for payment 76248,2017-02-15T10:20:32.000,2017-02-15T10:20:32.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 76248,2017-02-15T10:20:38.000,2017-02-15T10:20:38.000,Permit APPROVED by PRE_APPROVER,PRE_APPROVER
request for payment 76248,2017-02-22T04:15:13.000,2017-02-22T04:15:13.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 76248,2017-03-22T10:33:52.000,2017-03-22T10:33:52.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 76248,2017-03-22T10:34:38.000,2017-03-22T10:34:38.000,Request For Payment APPROVED by PRE_APPROVER,PRE_APPROVER
request for payment 76248,2017-03-29T04:15:06.000,2017-03-29T04:15:06.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 76248,2017-03-30T13:24:59.000,2017-03-30T13:24:59.000,Request Payment,UNDEFINED
request for payment 76248,2017-04-03T16:31:12.000,2017-04-03T16:31:12.000,Payment Handled,UNDEFINED
request for payment 75827,2017-02-20T08:16:01.000,2017-02-20T08:16:01.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 75827,2017-02-20T08:20:44.000,2017-02-20T08:20:44.000,Permit APPROVED by PRE_APPROVER,PRE_APPROVER
request for payment 75827,2017-02-27T04:15:11.000,2017-02-27T04:15:11.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 75827,2017-05-08T09:40:58.000,2017-05-08T09:40:58.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 75827,2017-05-08T09:42:15.000,2017-05-08T09:42:15.000,Request For Payment APPROVED by PRE_APPROVER,PRE_APPROVER
request for payment 75827,2017-05-15T04:15:26.000,2017-05-15T04:15:26.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 75827,2017-05-16T12:57:21.000,2017-05-16T12:57:21.000,Request Payment,UNDEFINED
request for payment 75827,2017-05-18T16:30:58.000,2017-05-18T16:30:58.000,Payment Handled,UNDEFINED
request for payment 75830,2017-02-20T08:16:01.000,2017-02-20T08:16:01.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 75830,2017-02-20T08:20:44.000,2017-02-20T08:20:44.000,Permit APPROVED by PRE_APPROVER,PRE_APPROVER
request for payment 75830,2017-02-27T04:15:11.000,2017-02-27T04:15:11.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 75830,2017-03-27T10:26:40.000,2017-03-27T10:26:40.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 75830,2017-03-27T10:59:52.000,2017-03-27T10:59:52.000,Request For Payment APPROVED by PRE_APPROVER,PRE_APPROVER
request for payment 75830,2017-03-29T10:24:42.000,2017-03-29T10:24:42.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 75830,2017-04-04T14:18:51.000,2017-04-04T14:18:51.000,Request Payment,UNDEFINED
request for payment 75830,2017-04-06T16:31:01.000,2017-04-06T16:31:01.000,Payment Handled,UNDEFINED
request for payment 74504,2017-02-20T08:19:02.000,2017-02-20T08:19:02.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 74504,2017-02-20T08:20:44.000,2017-02-20T08:20:44.000,Permit APPROVED by PRE_APPROVER,PRE_APPROVER
request for payment 74504,2017-02-27T04:15:11.000,2017-02-27T04:15:11.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 74504,2017-06-13T12:55:12.000,2017-06-13T12:55:12.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 74504,2017-06-13T12:57:21.000,2017-06-13T12:57:21.000,Request For Payment APPROVED by PRE_APPROVER,PRE_APPROVER
request for payment 74504,2017-06-20T04:15:19.000,2017-06-20T04:15:19.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 74504,2017-07-13T09:34:18.000,2017-07-13T09:34:18.000,Request Payment,UNDEFINED
request for payment 74504,2017-07-17T16:31:09.000,2017-07-17T16:31:09.000,Payment Handled,UNDEFINED
request for payment 74521,2017-02-21T13:13:01.000,2017-02-21T13:13:01.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 74521,2017-02-21T13:13:04.000,2017-02-21T13:13:04.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 74521,2017-02-21T13:13:04.000,2017-02-21T13:13:04.000,Permit APPROVED by PRE_APPROVER,PRE_APPROVER
request for payment 74521,2017-02-23T10:25:01.000,2017-02-23T10:25:01.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 74521,2017-02-23T11:46:13.000,2017-02-23T11:46:13.000,Request For Payment APPROVED by PRE_APPROVER,PRE_APPROVER
request for payment 74521,2017-02-23T11:49:13.000,2017-02-23T11:49:13.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 74521,2017-02-23T12:58:53.000,2017-02-23T12:58:53.000,Request Payment,UNDEFINED
request for payment 74521,2017-02-27T16:30:51.000,2017-02-27T16:30:51.000,Payment Handled,UNDEFINED
request for payment 74519,2017-02-21T13:13:01.000,2017-02-21T13:13:01.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 74519,2017-02-21T13:13:04.000,2017-02-21T13:13:04.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 74519,2017-02-21T13:13:04.000,2017-02-21T13:13:04.000,Permit APPROVED by PRE_APPROVER,PRE_APPROVER
request for payment 74519,2017-02-23T14:42:09.000,2017-02-23T14:42:09.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 74519,2017-02-23T15:38:14.000,2017-02-23T15:38:14.000,Request For Payment APPROVED by PRE_APPROVER,PRE_APPROVER
request for payment 74519,2017-02-23T15:38:38.000,2017-02-23T15:38:38.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 74519,2017-02-24T12:12:28.000,2017-02-24T12:12:28.000,Request Payment,UNDEFINED
request for payment 74519,2017-03-02T16:31:07.000,2017-03-02T16:31:07.000,Payment Handled,UNDEFINED
request for payment 76648,2017-02-22T11:07:13.000,2017-02-22T11:07:13.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 76648,2017-02-22T11:07:15.000,2017-02-22T11:07:15.000,Permit APPROVED by SUPERVISOR,SUPERVISOR
request for payment 76648,2017-02-23T07:44:50.000,2017-02-23T07:44:50.000,Permit FINAL_APPROVED by DIRECTOR,DIRECTOR
request for payment 76648,2017-04-18T09:31:51.000,2017-04-18T09:31:51.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 76648,2017-04-18T10:19:17.000,2017-04-18T10:19:17.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 76648,2017-04-18T12:53:09.000,2017-04-18T12:53:09.000,Request Payment,UNDEFINED
request for payment 76648,2017-04-18T13:02:25.000,2017-04-18T13:02:25.000,Request For Payment REJECTED by MISSING,MISSING
request for payment 76650,2017-02-22T11:07:13.000,2017-02-22T11:07:13.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 76650,2017-02-22T11:07:15.000,2017-02-22T11:07:15.000,Permit APPROVED by SUPERVISOR,SUPERVISOR
request for payment 76650,2017-02-23T07:44:50.000,2017-02-23T07:44:50.000,Permit FINAL_APPROVED by DIRECTOR,DIRECTOR
request for payment 76650,2017-03-09T16:33:54.000,2017-03-09T16:33:54.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 76650,2017-03-09T16:34:37.000,2017-03-09T16:34:37.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 76650,2017-03-10T12:08:24.000,2017-03-10T12:08:24.000,Request Payment,UNDEFINED
request for payment 76650,2017-03-13T16:31:05.000,2017-03-13T16:31:05.000,Payment Handled,UNDEFINED
request for payment 74547,2017-02-22T12:44:45.000,2017-02-22T12:44:45.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 74547,2017-02-22T12:44:48.000,2017-02-22T12:44:48.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 74547,2017-02-22T12:58:40.000,2017-02-22T12:58:40.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 74547,2017-02-22T12:58:44.000,2017-02-22T12:58:44.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 74547,2017-03-14T15:11:27.000,2017-03-14T15:11:27.000,Request Payment,UNDEFINED
request for payment 74547,2017-03-16T16:31:12.000,2017-03-16T16:31:12.000,Payment Handled,UNDEFINED
request for payment 74020,2017-02-22T15:14:18.000,2017-02-22T15:14:18.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 74020,2017-02-22T15:14:23.000,2017-02-22T15:14:23.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 74020,2017-02-28T07:57:31.000,2017-02-28T07:57:31.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 74020,2017-02-28T08:26:48.000,2017-02-28T08:26:48.000,Request For Payment APPROVED by PRE_APPROVER,PRE_APPROVER
request for payment 74020,2017-02-28T12:14:30.000,2017-02-28T12:14:30.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 74020,2017-02-28T14:02:14.000,2017-02-28T14:02:14.000,Request Payment,UNDEFINED
request for payment 74020,2017-03-02T16:31:07.000,2017-03-02T16:31:07.000,Payment Handled,UNDEFINED
request for payment 74017,2017-02-22T15:14:18.000,2017-02-22T15:14:18.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 74017,2017-02-22T15:14:23.000,2017-02-22T15:14:23.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 74017,2017-04-19T08:41:58.000,2017-04-19T08:41:58.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 74017,2017-04-19T08:49:57.000,2017-04-19T08:49:57.000,Request For Payment APPROVED by PRE_APPROVER,PRE_APPROVER
request for payment 74017,2017-04-21T12:02:05.000,2017-04-21T12:02:05.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 74017,2017-04-21T13:53:12.000,2017-04-21T13:53:12.000,Request Payment,UNDEFINED
request for payment 74017,2017-04-24T16:31:11.000,2017-04-24T16:31:11.000,Payment Handled,UNDEFINED
request for payment 75931,2017-02-23T13:26:09.000,2017-02-23T13:26:09.000,Permit SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 75931,2017-02-23T13:26:12.000,2017-02-23T13:26:12.000,Permit APPROVED by PRE_APPROVER,PRE_APPROVER
request for payment 75931,2017-02-23T13:26:12.000,2017-02-23T13:26:12.000,Permit FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 75931,2017-03-08T12:09:16.000,2017-03-08T12:09:16.000,Request For Payment SUBMITTED by EMPLOYEE,EMPLOYEE
request for payment 75931,2017-03-08T12:09:20.000,2017-03-08T12:09:20.000,Request For Payment APPROVED by PRE_APPROVER,PRE_APPROVER
request for payment 75931,2017-03-08T13:05:28.000,2017-03-08T13:05:28.000,Request For Payment FINAL_APPROVED by SUPERVISOR,SUPERVISOR
request for payment 75931,2017-03-09T08:06:34.000,2017-03-09T08:06:34.000,Request Payment,UNDEFINED
