Case ID,start_timestamp,end_timestamp,Creator,Resource,variant_index,ActivityID,Activity
109,2010-11-08T17:33:36,2010-11-08T17:33:36,Fluxicon Disco, Variant 3,3,8,8
109,2010-11-08T17:33:57,2010-11-08T17:33:57,Fluxicon Disco, Variant 3,3,6,6
110,2010-12-16T17:33:24,2010-12-16T17:33:24,Fluxicon Disco, Variant 1,1,1,1
110,2010-12-16T17:40:25,2010-12-16T17:40:25,Fluxicon Disco, Variant 1,1,8,8
110,2010-12-16T23:52:50,2010-12-16T23:52:50,Fluxicon Disco, Variant 1,1,6,6
111,2010-06-29T21:00:48,2010-06-29T21:00:48,Fluxicon Disco, Variant 14,14,1,1
111,2010-06-29T22:16:26,2010-06-29T22:16:26,Fluxicon Disco, Variant 14,14,8,8
111,2010-06-30T15:05:04,2010-06-30T15:05:04,Fluxicon Disco, Variant 14,14,6,6
111,2010-06-30T21:19:00,2010-06-30T21:19:00,Fluxicon Disco, Variant 14,14,8,8
111,2010-07-01T16:00:03,2010-07-01T16:00:03,Fluxicon Disco, Variant 14,14,9,9
111,2010-07-02T21:07:18,2010-07-02T21:07:18,Fluxicon Disco, Variant 14,14,8,8
111,2010-07-02T21:08:52,2010-07-02T21:08:52,Fluxicon Disco, Variant 14,14,6,6
112,2011-10-06T14:50:55,2011-10-06T14:50:55,Fluxicon Disco, Variant 1,1,1,1
112,2011-10-07T21:03:47,2011-10-07T21:03:47,Fluxicon Disco, Variant 1,1,8,8
112,2011-10-14T21:44:32,2011-10-14T21:44:32,Fluxicon Disco, Variant 1,1,6,6
113,2010-05-06T22:51:48,2010-05-06T22:51:48,Fluxicon Disco, Variant 7,7,3,3
113,2010-05-24T17:23:15,2010-05-24T17:23:15,Fluxicon Disco, Variant 7,7,1,1
113,2010-05-25T20:48:24,2010-05-25T20:48:24,Fluxicon Disco, Variant 7,7,8,8
113,2010-05-25T21:11:28,2010-05-25T21:11:28,Fluxicon Disco, Variant 7,7,6,6
116,2011-04-08T20:02:03,2011-04-08T20:02:03,Fluxicon Disco, Variant 1,1,1,1
116,2011-04-08T20:02:38,2011-04-08T20:02:38,Fluxicon Disco, Variant 1,1,8,8
116,2011-04-08T20:07:10,2011-04-08T20:07:10,Fluxicon Disco, Variant 1,1,6,6
117,2012-07-19T17:59:25,2012-07-19T17:59:25,Fluxicon Disco, Variant 1,1,1,1
117,2012-07-20T15:49:34,2012-07-20T15:49:34,Fluxicon Disco, Variant 1,1,8,8
117,2012-07-20T21:44:15,2012-07-20T21:44:15,Fluxicon Disco, Variant 1,1,6,6
118,2011-03-07T19:02:24,2011-03-07T19:02:24,Fluxicon Disco, Variant 1,1,1,1
118,2011-03-07T19:02:41,2011-03-07T19:02:41,Fluxicon Disco, Variant 1,1,8,8
118,2011-03-07T21:14:21,2011-03-07T21:14:21,Fluxicon Disco, Variant 1,1,6,6
119,2011-12-05T22:22:17,2011-12-05T22:22:17,Fluxicon Disco, Variant 1,1,1,1
119,2011-12-05T22:58:56,2011-12-05T22:58:56,Fluxicon Disco, Variant 1,1,8,8
119,2011-12-13T17:22:04,2011-12-13T17:22:04,Fluxicon Disco, Variant 1,1,6,6
120,2012-04-24T21:07:03,2012-04-24T21:07:03,Fluxicon Disco, Variant 2,2,1,1
120,2012-05-08T17:53:06,2012-05-08T17:53:06,Fluxicon Disco, Variant 2,2,8,8
120,2012-05-08T19:31:30,2012-05-08T19:31:30,Fluxicon Disco, Variant 2,2,9,9
120,2012-05-08T21:04:27,2012-05-08T21:04:27,Fluxicon Disco, Variant 2,2,6,6
121,2011-02-09T21:28:58,2011-02-09T21:28:58,Fluxicon Disco, Variant 1,1,1,1
121,2011-02-09T22:21:02,2011-02-09T22:21:02,Fluxicon Disco, Variant 1,1,8,8
121,2011-02-09T22:21:46,2011-02-09T22:21:46,Fluxicon Disco, Variant 1,1,6,6
122,2011-02-14T23:23:08,2011-02-14T23:23:08,Fluxicon Disco, Variant 1,1,1,1
122,2011-02-15T19:17:46,2011-02-15T19:17:46,Fluxicon Disco, Variant 1,1,8,8
122,2011-02-15T19:52:47,2011-02-15T19:52:47,Fluxicon Disco, Variant 1,1,6,6
123,2011-05-06T14:33:07,2011-05-06T14:33:07,Fluxicon Disco, Variant 3,3,1,1
123,2011-05-06T14:33:39,2011-05-06T14:33:39,Fluxicon Disco, Variant 3,3,8,8
123,2011-05-06T19:55:50,2011-05-06T19:55:50,Fluxicon Disco, Variant 3,3,9,9
123,2011-05-12T20:45:43,2011-05-12T20:45:43,Fluxicon Disco, Variant 3,3,8,8
123,2011-05-12T20:45:54,2011-05-12T20:45:54,Fluxicon Disco, Variant 3,3,6,6
124,2012-06-07T22:31:32,2012-06-07T22:31:32,Fluxicon Disco, Variant 1,1,1,1
124,2012-06-08T13:47:21,2012-06-08T13:47:21,Fluxicon Disco, Variant 1,1,8,8
124,2012-06-08T13:47:30,2012-06-08T13:47:30,Fluxicon Disco, Variant 1,1,6,6
125,2010-08-19T16:48:49,2010-08-19T16:48:49,Fluxicon Disco, Variant 3,3,1,1
125,2010-08-19T16:49:49,2010-08-19T16:49:49,Fluxicon Disco, Variant 3,3,8,8
125,2010-08-19T17:07:15,2010-08-19T17:07:15,Fluxicon Disco, Variant 3,3,9,9
125,2010-09-13T15:15:21,2010-09-13T15:15:21,Fluxicon Disco, Variant 3,3,8,8
125,2010-09-13T15:49:39,2010-09-13T15:49:39,Fluxicon Disco, Variant 3,3,6,6
126,2012-07-25T22:34:31,2012-07-25T22:34:31,Fluxicon Disco, Variant 18,18,1,1
126,2012-08-27T20:28:50,2012-08-27T20:28:50,Fluxicon Disco, Variant 18,18,1,1
126,2012-08-27T21:18:05,2012-08-27T21:18:05,Fluxicon Disco, Variant 18,18,6,6
127,2010-03-12T17:28:49,2010-03-12T17:28:49,Fluxicon Disco, Variant 1,1,1,1
127,2010-03-12T17:29:00,2010-03-12T17:29:00,Fluxicon Disco, Variant 1,1,8,8
127,2010-03-12T17:37:27,2010-03-12T17:37:27,Fluxicon Disco, Variant 1,1,6,6
128,2011-11-28T16:10:27,2011-11-28T16:10:27,Fluxicon Disco, Variant 8,8,1,1
128,2011-11-28T17:46:59,2011-11-28T17:46:59,Fluxicon Disco, Variant 8,8,6,6
128,2011-11-28T17:46:59,2011-11-28T17:46:59,Fluxicon Disco, Variant 8,8,6,6
130,2010-04-08T15:58:03,2010-04-08T15:58:03,Fluxicon Disco, Variant 7,7,3,3
130,2010-04-08T16:01:05,2010-04-08T16:01:05,Fluxicon Disco, Variant 7,7,1,1
130,2010-04-08T16:01:11,2010-04-08T16:01:11,Fluxicon Disco, Variant 7,7,8,8
130,2010-04-08T16:01:19,2010-04-08T16:01:19,Fluxicon Disco, Variant 7,7,6,6
132,2012-06-21T19:50:46,2012-06-21T19:50:46,Fluxicon Disco, Variant 2,2,1,1
132,2012-06-21T20:30:02,2012-06-21T20:30:02,Fluxicon Disco, Variant 2,2,8,8
132,2012-06-21T21:32:08,2012-06-21T21:32:08,Fluxicon Disco, Variant 2,2,9,9
132,2012-06-25T19:03:33,2012-06-25T19:03:33,Fluxicon Disco, Variant 2,2,6,6
133,2011-01-26T19:24:58,2011-01-26T19:24:58,Fluxicon Disco, Variant 4,4,1,1
133,2011-01-26T19:59:56,2011-01-26T19:59:56,Fluxicon Disco, Variant 4,4,1,1
133,2011-01-26T20:00:03,2011-01-26T20:00:03,Fluxicon Disco, Variant 4,4,8,8
133,2011-01-28T22:29:17,2011-01-28T22:29:17,Fluxicon Disco, Variant 4,4,6,6
134,2011-04-19T21:42:45,2011-04-19T21:42:45,Fluxicon Disco, Variant 1,1,1,1
134,2011-04-19T21:45:25,2011-04-19T21:45:25,Fluxicon Disco, Variant 1,1,8,8
134,2011-04-19T21:45:42,2011-04-19T21:45:42,Fluxicon Disco, Variant 1,1,6,6
135,2011-02-08T19:57:41,2011-02-08T19:57:41,Fluxicon Disco, Variant 24,24,1,1
135,2011-02-08T19:58:01,2011-02-08T19:58:01,Fluxicon Disco, Variant 24,24,8,8
135,2011-02-10T16:27:30,2011-02-10T16:27:30,Fluxicon Disco, Variant 24,24,9,9
135,2011-02-14T20:01:11,2011-02-14T20:01:11,Fluxicon Disco, Variant 24,24,8,8
135,2011-02-14T20:02:59,2011-02-14T20:02:59,Fluxicon Disco, Variant 24,24,6,6
135,2011-03-03T17:46:37,2011-03-03T17:46:37,Fluxicon Disco, Variant 24,24,8,8
135,2011-03-03T22:05:29,2011-03-03T22:05:29,Fluxicon Disco, Variant 24,24,6,6
136,2012-06-06T21:48:56,2012-06-06T21:48:56,Fluxicon Disco, Variant 1,1,1,1
136,2012-06-07T19:19:44,2012-06-07T19:19:44,Fluxicon Disco, Variant 1,1,8,8
136,2012-06-08T14:13:29,2012-06-08T14:13:29,Fluxicon Disco, Variant 1,1,6,6
137,2011-08-05T20:00:13,2011-08-05T20:00:13,Fluxicon Disco, Variant 2,2,1,1
137,2011-08-11T17:30:47,2011-08-11T17:30:47,Fluxicon Disco, Variant 2,2,8,8
137,2011-08-12T20:42:55,2011-08-12T20:42:55,Fluxicon Disco, Variant 2,2,9,9
137,2011-08-19T19:25:37,2011-08-19T19:25:37,Fluxicon Disco, Variant 2,2,6,6
138,2012-03-02T17:13:46,2012-03-02T17:13:46,Fluxicon Disco, Variant 1,1,1,1
138,2012-03-02T17:13:56,2012-03-02T17:13:56,Fluxicon Disco, Variant 1,1,8,8
138,2012-03-02T17:34:03,2012-03-02T17:34:03,Fluxicon Disco, Variant 1,1,6,6
139,2010-04-19T14:44:31,2010-04-19T14:44:31,Fluxicon Disco, Variant 1,1,1,1
139,2010-04-19T16:15:20,2010-04-19T16:15:20,Fluxicon Disco, Variant 1,1,8,8
139,2010-04-19T16:26:05,2010-04-19T16:26:05,Fluxicon Disco, Variant 1,1,6,6
141,2011-01-12T18:39:32,2011-01-12T18:39:32,Fluxicon Disco, Variant 15,15,1,1
141,2011-01-12T18:39:56,2011-01-12T18:39:56,Fluxicon Disco, Variant 15,15,8,8
141,2011-01-12T18:50:26,2011-01-12T18:50:26,Fluxicon Disco, Variant 15,15,9,9
141,2011-01-12T19:07:51,2011-01-12T19:07:51,Fluxicon Disco, Variant 15,15,8,8
141,2011-01-12T19:34:34,2011-01-12T19:34:34,Fluxicon Disco, Variant 15,15,9,9
141,2011-01-26T17:25:14,2011-01-26T17:25:14,Fluxicon Disco, Variant 15,15,8,8
141,2011-01-26T17:26:04,2011-01-26T17:26:04,Fluxicon Disco, Variant 15,15,6,6
142,2012-03-07T19:00:05,2012-03-07T19:00:05,Fluxicon Disco, Variant 1,1,1,1
142,2012-03-08T21:53:36,2012-03-08T21:53:36,Fluxicon Disco, Variant 1,1,8,8
142,2012-03-09T22:48:25,2012-03-09T22:48:25,Fluxicon Disco, Variant 1,1,6,6
146,2010-10-05T21:55:27,2010-10-05T21:55:27,Fluxicon Disco, Variant 1,1,1,1
146,2010-10-05T22:09:10,2010-10-05T22:09:10,Fluxicon Disco, Variant 1,1,8,8
146,2010-10-05T22:09:39,2010-10-05T22:09:39,Fluxicon Disco, Variant 1,1,6,6
148,2012-01-09T19:19:35,2012-01-09T19:19:35,Fluxicon Disco, Variant 6,6,1,1
148,2012-01-10T00:14:26,2012-01-10T00:14:26,Fluxicon Disco, Variant 6,6,8,8
148,2012-01-10T00:14:53,2012-01-10T00:14:53,Fluxicon Disco, Variant 6,6,6,6
148,2012-01-10T00:14:53,2012-01-10T00:14:53,Fluxicon Disco, Variant 6,6,6,6
149,2011-02-09T22:35:27,2011-02-09T22:35:27,Fluxicon Disco, Variant 1,1,1,1
149,2011-02-09T23:16:21,2011-02-09T23:16:21,Fluxicon Disco, Variant 1,1,8,8
149,2011-02-09T23:24:44,2011-02-09T23:24:44,Fluxicon Disco, Variant 1,1,6,6
150,2011-05-18T15:39:41,2011-05-18T15:39:41,Fluxicon Disco, Variant 32,32,3,3
150,2011-05-18T15:39:49,2011-05-18T15:39:49,Fluxicon Disco, Variant 32,32,1,1
150,2011-05-18T15:41:36,2011-05-18T15:41:36,Fluxicon Disco, Variant 32,32,8,8
150,2011-05-23T22:20:54,2011-05-23T22:20:54,Fluxicon Disco, Variant 32,32,9,9
150,2011-05-26T14:55:33,2011-05-26T14:55:33,Fluxicon Disco, Variant 32,32,8,8
150,2011-05-26T14:56:00,2011-05-26T14:56:00,Fluxicon Disco, Variant 32,32,6,6
151,2010-02-10T18:25:33,2010-02-10T18:25:33,Fluxicon Disco, Variant 1,1,1,1
151,2010-02-10T18:33:38,2010-02-10T18:33:38,Fluxicon Disco, Variant 1,1,8,8
151,2010-02-10T18:33:49,2010-02-10T18:33:49,Fluxicon Disco, Variant 1,1,6,6
152,2012-05-18T19:08:58,2012-05-18T19:08:58,Fluxicon Disco, Variant 1,1,1,1
152,2012-05-24T17:00:37,2012-05-24T17:00:37,Fluxicon Disco, Variant 1,1,8,8
152,2012-05-25T15:12:16,2012-05-25T15:12:16,Fluxicon Disco, Variant 1,1,6,6
153,2012-07-02T14:35:06,2012-07-02T14:35:06,Fluxicon Disco, Variant 1,1,1,1
153,2012-07-02T18:00:33,2012-07-02T18:00:33,Fluxicon Disco, Variant 1,1,8,8
153,2012-07-02T18:01:29,2012-07-02T18:01:29,Fluxicon Disco, Variant 1,1,6,6
155,2010-12-15T00:19:51,2010-12-15T00:19:51,Fluxicon Disco, Variant 3,3,1,1
155,2010-12-17T18:45:21,2010-12-17T18:45:21,Fluxicon Disco, Variant 3,3,8,8
155,2010-12-23T23:26:07,2010-12-23T23:26:07,Fluxicon Disco, Variant 3,3,9,9
155,2011-01-18T19:15:13,2011-01-18T19:15:13,Fluxicon Disco, Variant 3,3,8,8
155,2011-01-18T19:15:29,2011-01-18T19:15:29,Fluxicon Disco, Variant 3,3,6,6
157,2011-05-24T14:13:23,2011-05-24T14:13:23,Fluxicon Disco, Variant 1,1,1,1
157,2011-05-31T22:42:09,2011-05-31T22:42:09,Fluxicon Disco, Variant 1,1,8,8
157,2011-06-06T17:19:01,2011-06-06T17:19:01,Fluxicon Disco, Variant 1,1,6,6
158,2010-09-20T22:57:01,2010-09-20T22:57:01,Fluxicon Disco, Variant 1,1,1,1
158,2010-09-21T14:45:37,2010-09-21T14:45:37,Fluxicon Disco, Variant 1,1,8,8
158,2010-09-21T14:53:48,2010-09-21T14:53:48,Fluxicon Disco, Variant 1,1,6,6
159,2011-09-21T14:12:16,2011-09-21T14:12:16,Fluxicon Disco, Variant 1,1,1,1
159,2011-09-21T14:46:44,2011-09-21T14:46:44,Fluxicon Disco, Variant 1,1,8,8
159,2011-09-27T20:20:30,2011-09-27T20:20:30,Fluxicon Disco, Variant 1,1,6,6
160,2011-02-25T18:55:02,2011-02-25T18:55:02,Fluxicon Disco, Variant 1,1,1,1
160,2011-02-25T21:26:45,2011-02-25T21:26:45,Fluxicon Disco, Variant 1,1,8,8
160,2011-02-25T21:28:30,2011-02-25T21:28:30,Fluxicon Disco, Variant 1,1,6,6
161,2010-08-10T14:16:09,2010-08-10T14:16:09,Fluxicon Disco, Variant 1,1,1,1
161,2010-08-12T17:33:35,2010-08-12T17:33:35,Fluxicon Disco, Variant 1,1,8,8
161,2010-08-13T14:24:41,2010-08-13T14:24:41,Fluxicon Disco, Variant 1,1,6,6
162,2011-10-04T22:47:43,2011-10-04T22:47:43,Fluxicon Disco, Variant 18,18,1,1
162,2011-10-07T20:29:10,2011-10-07T20:29:10,Fluxicon Disco, Variant 18,18,1,1
162,2011-10-07T20:30:00,2011-10-07T20:30:00,Fluxicon Disco, Variant 18,18,6,6
163,2010-10-15T15:27:20,2010-10-15T15:27:20,Fluxicon Disco, Variant 1,1,1,1
163,2010-10-27T18:46:30,2010-10-27T18:46:30,Fluxicon Disco, Variant 1,1,8,8
163,2010-10-27T18:46:36,2010-10-27T18:46:36,Fluxicon Disco, Variant 1,1,6,6
164,2010-09-28T19:44:01,2010-09-28T19:44:01,Fluxicon Disco, Variant 1,1,1,1
164,2010-09-28T19:46:50,2010-09-28T19:46:50,Fluxicon Disco, Variant 1,1,8,8
164,2010-09-28T21:03:08,2010-09-28T21:03:08,Fluxicon Disco, Variant 1,1,6,6
165,2012-01-14T00:36:23,2012-01-14T00:36:23,Fluxicon Disco, Variant 5,5,1,1
165,2012-01-14T00:36:49,2012-01-14T00:36:49,Fluxicon Disco, Variant 5,5,6,6
166,2010-02-11T16:48:50,2010-02-11T16:48:50,Fluxicon Disco, Variant 1,1,1,1
166,2010-02-24T00:56:28,2010-02-24T00:56:28,Fluxicon Disco, Variant 1,1,8,8
166,2010-02-24T00:56:36,2010-02-24T00:56:36,Fluxicon Disco, Variant 1,1,6,6
167,2011-11-23T22:43:38,2011-11-23T22:43:38,Fluxicon Disco, Variant 26,26,1,1
167,2011-11-25T18:12:19,2011-11-25T18:12:19,Fluxicon Disco, Variant 26,26,8,8
167,2011-11-25T22:01:18,2011-11-25T22:01:18,Fluxicon Disco, Variant 26,26,9,9
167,2011-11-28T17:25:00,2011-11-28T17:25:00,Fluxicon Disco, Variant 26,26,6,6
167,2011-11-28T17:25:02,2011-11-28T17:25:02,Fluxicon Disco, Variant 26,26,6,6
168,2012-01-09T18:01:47,2012-01-09T18:01:47,Fluxicon Disco, Variant 1,1,1,1
168,2012-01-09T19:20:28,2012-01-09T19:20:28,Fluxicon Disco, Variant 1,1,8,8
168,2012-01-09T19:21:29,2012-01-09T19:21:29,Fluxicon Disco, Variant 1,1,6,6
170,2012-05-02T22:54:51,2012-05-02T22:54:51,Fluxicon Disco, Variant 17,17,1,1
170,2012-05-03T14:51:09,2012-05-03T14:51:09,Fluxicon Disco, Variant 17,17,8,8
170,2012-05-03T15:01:21,2012-05-03T15:01:21,Fluxicon Disco, Variant 17,17,9,9
170,2012-05-17T14:46:38,2012-05-17T14:46:38,Fluxicon Disco, Variant 17,17,8,8
170,2012-05-17T14:47:13,2012-05-17T14:47:13,Fluxicon Disco, Variant 17,17,9,9
170,2012-05-18T14:18:57,2012-05-18T14:18:57,Fluxicon Disco, Variant 17,17,6,6
171,2011-08-29T21:12:48,2011-08-29T21:12:48,Fluxicon Disco, Variant 4,4,1,1
171,2011-08-30T16:49:49,2011-08-30T16:49:49,Fluxicon Disco, Variant 4,4,1,1
171,2011-08-30T17:06:35,2011-08-30T17:06:35,Fluxicon Disco, Variant 4,4,8,8
171,2011-08-31T14:34:45,2011-08-31T14:34:45,Fluxicon Disco, Variant 4,4,6,6
172,2010-09-16T23:02:20,2010-09-16T23:02:20,Fluxicon Disco, Variant 1,1,1,1
172,2010-09-21T21:03:12,2010-09-21T21:03:12,Fluxicon Disco, Variant 1,1,8,8
172,2010-09-27T17:08:54,2010-09-27T17:08:54,Fluxicon Disco, Variant 1,1,6,6
173,2010-11-15T17:15:12,2010-11-15T17:15:12,Fluxicon Disco, Variant 4,4,1,1
173,2010-11-15T17:15:27,2010-11-15T17:15:27,Fluxicon Disco, Variant 4,4,1,1
173,2010-11-16T20:58:01,2010-11-16T20:58:01,Fluxicon Disco, Variant 4,4,8,8
173,2010-11-16T21:01:14,2010-11-16T21:01:14,Fluxicon Disco, Variant 4,4,6,6
174,2011-10-24T17:22:28,2011-10-24T17:22:28,Fluxicon Disco, Variant 2,2,1,1
174,2011-11-03T23:48:18,2011-11-03T23:48:18,Fluxicon Disco, Variant 2,2,8,8
174,2011-11-05T00:24:35,2011-11-05T00:24:35,Fluxicon Disco, Variant 2,2,9,9
174,2011-11-09T22:20:52,2011-11-09T22:20:52,Fluxicon Disco, Variant 2,2,6,6
175,2010-10-05T14:46:59,2010-10-05T14:46:59,Fluxicon Disco, Variant 1,1,1,1
175,2010-10-05T14:59:41,2010-10-05T14:59:41,Fluxicon Disco, Variant 1,1,8,8
175,2010-10-05T15:00:18,2010-10-05T15:00:18,Fluxicon Disco, Variant 1,1,6,6
176,2012-07-17T17:44:26,2012-07-17T17:44:26,Fluxicon Disco, Variant 1,1,1,1
176,2012-07-17T17:44:48,2012-07-17T17:44:48,Fluxicon Disco, Variant 1,1,8,8
176,2012-07-18T20:11:34,2012-07-18T20:11:34,Fluxicon Disco, Variant 1,1,6,6
177,2012-01-18T16:12:04,2012-01-18T16:12:04,Fluxicon Disco, Variant 1,1,1,1
177,2012-01-18T16:21:52,2012-01-18T16:21:52,Fluxicon Disco, Variant 1,1,8,8
177,2012-01-18T17:42:03,2012-01-18T17:42:03,Fluxicon Disco, Variant 1,1,6,6
178,2012-02-22T22:49:43,2012-02-22T22:49:43,Fluxicon Disco, Variant 1,1,1,1
178,2012-02-22T22:49:52,2012-02-22T22:49:52,Fluxicon Disco, Variant 1,1,8,8
178,2012-02-29T17:36:49,2012-02-29T17:36:49,Fluxicon Disco, Variant 1,1,6,6
179,2012-04-11T20:30:07,2012-04-11T20:30:07,Fluxicon Disco, Variant 1,1,1,1
179,2012-04-12T16:29:39,2012-04-12T16:29:39,Fluxicon Disco, Variant 1,1,8,8
179,2012-04-12T19:57:39,2012-04-12T19:57:39,Fluxicon Disco, Variant 1,1,6,6
180,2011-10-06T17:23:22,2011-10-06T17:23:22,Fluxicon Disco, Variant 1,1,1,1
180,2011-10-06T21:07:44,2011-10-06T21:07:44,Fluxicon Disco, Variant 1,1,8,8
180,2011-10-06T21:31:30,2011-10-06T21:31:30,Fluxicon Disco, Variant 1,1,6,6
181,2011-09-29T16:51:55,2011-09-29T16:51:55,Fluxicon Disco, Variant 5,5,1,1
181,2011-09-30T20:14:19,2011-09-30T20:14:19,Fluxicon Disco, Variant 5,5,6,6
182,2010-05-20T15:31:32,2010-05-20T15:31:32,Fluxicon Disco, Variant 1,1,1,1
182,2010-05-24T17:55:17,2010-05-24T17:55:17,Fluxicon Disco, Variant 1,1,8,8
182,2010-05-24T17:59:57,2010-05-24T17:59:57,Fluxicon Disco, Variant 1,1,6,6
183,2010-05-19T22:08:49,2010-05-19T22:08:49,Fluxicon Disco, Variant 7,7,3,3
183,2010-05-20T14:53:47,2010-05-20T14:53:47,Fluxicon Disco, Variant 7,7,1,1
183,2010-05-24T14:15:57,2010-05-24T14:15:57,Fluxicon Disco, Variant 7,7,8,8
183,2010-05-24T14:18:09,2010-05-24T14:18:09,Fluxicon Disco, Variant 7,7,6,6
185,2010-11-02T21:49:59,2010-11-02T21:49:59,Fluxicon Disco, Variant 3,3,1,1
185,2010-11-03T22:06:18,2010-11-03T22:06:18,Fluxicon Disco, Variant 3,3,8,8
185,2010-11-03T22:06:51,2010-11-03T22:06:51,Fluxicon Disco, Variant 3,3,9,9
185,2010-11-18T17:52:12,2010-11-18T17:52:12,Fluxicon Disco, Variant 3,3,8,8
185,2010-11-18T17:52:18,2010-11-18T17:52:18,Fluxicon Disco, Variant 3,3,6,6
186,2012-07-13T15:20:00,2012-07-13T15:20:00,Fluxicon Disco, Variant 2,2,1,1
186,2012-07-13T20:25:40,2012-07-13T20:25:40,Fluxicon Disco, Variant 2,2,8,8
186,2012-07-13T20:48:10,2012-07-13T20:48:10,Fluxicon Disco, Variant 2,2,9,9
186,2012-07-18T14:05:36,2012-07-18T14:05:36,Fluxicon Disco, Variant 2,2,6,6
187,2010-10-25T20:14:08,2010-10-25T20:14:08,Fluxicon Disco, Variant 1,1,1,1
187,2010-10-27T20:27:14,2010-10-27T20:27:14,Fluxicon Disco, Variant 1,1,8,8
187,2010-10-27T20:29:30,2010-10-27T20:29:30,Fluxicon Disco, Variant 1,1,6,6
188,2012-01-09T21:58:58,2012-01-09T21:58:58,Fluxicon Disco, Variant 1,1,1,1
188,2012-01-09T21:59:09,2012-01-09T21:59:09,Fluxicon Disco, Variant 1,1,8,8
188,2012-01-10T17:03:01,2012-01-10T17:03:01,Fluxicon Disco, Variant 1,1,6,6
189,2010-02-02T21:49:13,2010-02-02T21:49:13,Fluxicon Disco, Variant 4,4,1,1
189,2010-02-02T22:04:15,2010-02-02T22:04:15,Fluxicon Disco, Variant 4,4,1,1
189,2010-02-03T22:27:07,2010-02-03T22:27:07,Fluxicon Disco, Variant 4,4,8,8
189,2010-02-03T22:27:16,2010-02-03T22:27:16,Fluxicon Disco, Variant 4,4,6,6
190,2011-02-21T23:36:25,2011-02-21T23:36:25,Fluxicon Disco, Variant 1,1,1,1
190,2011-02-22T00:44:27,2011-02-22T00:44:27,Fluxicon Disco, Variant 1,1,8,8
190,2011-03-03T22:26:19,2011-03-03T22:26:19,Fluxicon Disco, Variant 1,1,6,6
194,2012-02-08T19:28:03,2012-02-08T19:28:03,Fluxicon Disco, Variant 1,1,1,1
194,2012-02-10T18:28:30,2012-02-10T18:28:30,Fluxicon Disco, Variant 1,1,8,8
194,2012-03-05T19:31:08,2012-03-05T19:31:08,Fluxicon Disco, Variant 1,1,6,6
195,2010-09-21T17:53:00,2010-09-21T17:53:00,Fluxicon Disco, Variant 15,15,1,1
195,2010-09-23T16:25:07,2010-09-23T16:25:07,Fluxicon Disco, Variant 15,15,8,8
195,2010-09-27T17:09:43,2010-09-27T17:09:43,Fluxicon Disco, Variant 15,15,9,9
195,2010-09-29T14:06:22,2010-09-29T14:06:22,Fluxicon Disco, Variant 15,15,8,8
195,2010-09-29T15:04:55,2010-09-29T15:04:55,Fluxicon Disco, Variant 15,15,9,9
195,2010-09-29T19:29:35,2010-09-29T19:29:35,Fluxicon Disco, Variant 15,15,8,8
195,2010-09-29T19:29:47,2010-09-29T19:29:47,Fluxicon Disco, Variant 15,15,6,6
196,2011-11-16T18:45:30,2011-11-16T18:45:30,Fluxicon Disco, Variant 1,1,1,1
196,2011-11-17T21:31:33,2011-11-17T21:31:33,Fluxicon Disco, Variant 1,1,8,8
196,2011-11-17T21:32:09,2011-11-17T21:32:09,Fluxicon Disco, Variant 1,1,6,6
197,2012-06-01T15:18:57,2012-06-01T15:18:57,Fluxicon Disco, Variant 6,6,1,1
197,2012-06-04T14:56:22,2012-06-04T14:56:22,Fluxicon Disco, Variant 6,6,8,8
197,2012-06-04T16:46:33,2012-06-04T16:46:33,Fluxicon Disco, Variant 6,6,6,6
197,2012-06-04T16:46:33,2012-06-04T16:46:33,Fluxicon Disco, Variant 6,6,6,6
198,2011-04-28T20:46:15,2011-04-28T20:46:15,Fluxicon Disco, Variant 1,1,1,1
198,2011-04-28T20:46:46,2011-04-28T20:46:46,Fluxicon Disco, Variant 1,1,8,8
198,2011-05-09T22:43:48,2011-05-09T22:43:48,Fluxicon Disco, Variant 1,1,6,6
199,2011-12-13T23:45:50,2011-12-13T23:45:50,Fluxicon Disco, Variant 11,11,8,8
199,2011-12-14T18:27:28,2011-12-14T18:27:28,Fluxicon Disco, Variant 11,11,6,6
200,2012-04-12T21:59:24,2012-04-12T21:59:24,Fluxicon Disco, Variant 1,1,1,1
200,2012-04-13T22:07:02,2012-04-13T22:07:02,Fluxicon Disco, Variant 1,1,8,8
200,2012-04-16T20:40:01,2012-04-16T20:40:01,Fluxicon Disco, Variant 1,1,6,6
201,2011-08-22T14:06:31,2011-08-22T14:06:31,Fluxicon Disco, Variant 1,1,1,1
201,2011-08-22T16:14:28,2011-08-22T16:14:28,Fluxicon Disco, Variant 1,1,8,8
201,2011-08-22T16:31:48,2011-08-22T16:31:48,Fluxicon Disco, Variant 1,1,6,6
203,2010-06-11T17:18:02,2010-06-11T17:18:02,Fluxicon Disco, Variant 1,1,1,1
203,2010-06-11T19:22:40,2010-06-11T19:22:40,Fluxicon Disco, Variant 1,1,8,8
203,2010-06-16T15:04:16,2010-06-16T15:04:16,Fluxicon Disco, Variant 1,1,6,6
204,2011-10-31T23:30:39,2011-10-31T23:30:39,Fluxicon Disco, Variant 1,1,1,1
204,2011-10-31T23:30:50,2011-10-31T23:30:50,Fluxicon Disco, Variant 1,1,8,8
204,2011-11-02T21:41:11,2011-11-02T21:41:11,Fluxicon Disco, Variant 1,1,6,6
